OpenAI,Azure,Caption,Label,OpenAI_Conf,OpenAI_Azure_Conf,Azure_Conf,Animal,Building,Indoor,Outdoor,People
The Falkland Islands are biogeographically part of the Antarctic zone,a group of animals on a hill,Colony of southern rockhopper penguins on Saunders Island,2,0.281,0.005928,0.4200831354,0,0,0,0,0
The economy of the Falkland Islands is ranked the 222nd largest out of 229 in the world by GDP (PPP),an aerial view of a city,Stanley is the financial centre of the Falkland Islands' economy.[121],2,0.9224,4.82E-05,0.5772701502,0,0,0,1,0
[133] The Falkland-born population are also descended from English and French people,a church with a clock tower with Stanley in the background," Christ Church Cathedral, the local parish church of the Anglican Communion. Most Falklanders identify themselves as Christian.",2,0.2114,0.02605,0.3847124875,0,1,0,0,0
a man and a woman in a room with wood walls and a wood floor,a man and a woman in a room with wood walls and a wood floor," Gauchos from mainland South America, such as these two men having mate at Hope Place in East Falkland, influenced the local dialect.",1,0.3315,0.3315,0.2594858408,0,0,0,1,0
Breton gave the name of the bird as Kínoulou (♂) and Caarou (♀),a large black animal," Edwards' Dodo, a 1626 painting by Roelant Savery, possibly showing a Lesser Antillean macaw on the left, and a Martinique macaw on the right",2,0.2441,0.0004096,0.1881331503,0,0,0,0,0
The Swedish zoologist Carl Linnaeus cited the plate in his 1766 description of the scarlet macaw,a colorful bird on a branch,"Versions of the same plate by François-Nicolas Martinet possibly depicting this macaw, from Histoire Naturelle, 1765; note different nuances",2,0.4,0.0006304,0.5256299376,0,0,0,1,0
a fruit on a branch,a fruit on a branch,The poisonous manchineel fruit was part of the diet of this macaw,1,0.324,0.324,0.4182378948,0,0,0,0,0
and the nominate Cuban subspecies (Cyclura nubila nubila),a lizard on a branch,In the Ústí nad Labem Zoo,2,0.4749,0.0318,0.5989359021,1,0,0,0,0
a male cuban iguanas ranges on a log,a lizard on a log,In Prague Zoo,2,0.276,0.1674,0.6115230918,0,0,0,1,0
" is endemic to the ""Sister Islands"" of Little Cayman and Cayman Brac",map,Map of Cuba,1,0.3943,0.003359,0.9997557998,0,0,0,0,0
the Cuban iguana's status under the US Endangered Species Act made its way into US jurisprudence,a lizard on a rock,In the wild,2,0.5986,0.001846,0.5105998516,0,0,0,1,0
William Moseley with a serious expression,William Moseley with a serious expression,William Moseley plays the love interest for Koechlin's character,2,0.2466,0.2466,0.3274564743,0,0,0,0,1
"[22]
Set in the neighbourhood of Greenwich Village",a street with trees and a building," The latter half of the film is set in Greenwich Village, New York City",1,0.602,0.1262,0.3115161359,0,0,0,1,0
Kalki Koechlin smiling for the camera,Kalki Koechlin smiling for the camera," Koechlin's performance was acclaimed, and she received several accolades, including a National Film Award",2,0.3064,0.3064,0.5226668715,0,0,0,0,1
David Silverman wearing a pink scarf,David Silverman wearing a pink scarf,Director David Silverman looked at some of the television episodes he had directed for inspiration.,2,0.2625,0.2625,0.3694031537,0,0,0,0,1
[29] Groening said they tried to include every single character in the film,a group of people in clothing,The shot of an angry mob coming for Homer features cameos from more than 320 characters.[20],1,0.3716,0.01271,0.4709469974,0,0,0,0,0
The animators inserted an apple tree behind Lisa and Colin during their initial meeting,a cartoon of a person with a beard and a beard," An apple tree was inserted into the background here, in reference to Adam and Eve and the Garden of Eden.[27]",1,0.7734,1.20E-06,0.2817957401,0,0,0,0,0
Vermont hosted the world premiere of the film on July 21 with a yellow carpet instead of the traditional red,a sign on a building," The marquee from the film's premiere, which took place in Springfield, Vermont",1,0.8364,0.001201,0.5247722864,0,0,0,1,0
The convenience store chain 7-Eleven transformed 11 of its stores in the U,people standing outside a building,A 7-Eleven store in Seattle transformed into a Kwik-E-Mart,1,0.9478,9.00E-07,0.3965452611,0,1,0,0,0
The Empire State Building was illuminated yellow,a city street at night,The Empire State Building was illuminated yellow to promote the film's home video release.,1,0.983,0.003956,0.4842561483,0,0,0,1,0
Malcolm McDowell speaking into a microphone,Malcolm McDowell speaking into a microphone," Malcolm McDowell (pictured in 2007) requested his character not be an alien, to avoid lengthy sessions in the makeup chair.",2,0.2483,0.2483,0.637997508,0,0,0,0,1
a full-scale replica of the first American sailing ship to visit Japan,a large sailboat on the water,Lady Washington stood in as a holodeck recreation of a sailing ship Enterprise.,2,0.4214,0.0699,0.3479401171,0,1,0,1,0
impacts and battle damage were simulated with practical compositing tricks and computer-generated effects,a person's face with a light shining on it," The ribbon and the Enterprise in this scene are computer-generated; because the camera is following Enterprise so closely, the effects artists had to make sure the modeling held up to the scrutiny of the big screen.[22]:86",1,0.6343,7.03E-06,0.2494980693,0,0,0,0,0
winning all the wards and securing the citywide vote by more than 10 to 1,chart,Results of the Democratic primary by ward[26],1,0.581,4.35E-05,0.324775666,0,0,0,1,0
"""[34]
Thompson won by a surprisingly large margin;[36] to many",chart,Results of the Republican primary by ward[24][26],1,0.496,0.0001423,0.9422825575,0,0,0,1,0
"[41][42] he alleged that school superintendent William McAndrew was a British agent sent by King George as part of a grand conspiracy to manipulate the minds of American children and set the groundwork for the United Kingdom to repossess the United States; he accused the ""left-handed Irishman"" Dever of being part of the plot",William Hale Thompson with a mustache,Thompson campaign poster,2,0.4177,0.001371,0.3645392954,0,0,0,0,0
William Henry Harrison was born on February 9,a person in a blue robe,Portrait of Harrison by Rembrandt Peale,1,0.6553,6.50E-05,0.3704277277,0,0,0,0,1
"[19]
The Panic of 1837 and the depression that followed caused many to blame Van Buren and his Democratic Party for the hard times",a group of people standing on a street corner,Caricature: aftermath of the Panic of 1837 (hostile to the Democrats),1,0.504,0.001173,0.3651580811,0,0,0,1,0
a close-up of a coin,a close-up of a coin,Harrison token from the 1840 campaign,1,0.314,0.314,0.6151006818,0,0,0,1,0
Even though Harrison led in ten of the first eleven states to report,a map of the country,1840 Electoral Vote Map,1,0.2369,0.001132,0.3509111404,0,0,0,0,0
1841 inaugural date,a group of people in a room,Currier & Ives depiction of the death of Harrison,2,0.3547,0.01465,0.4913507104,0,0,0,0,0
The coalition that elected Harrison remained the foundation of the Whig Party until it dissolved amid sectional tensions over slavery in the 1850s,a close-up of some currency," The 1844 Whig ticket, with Henry Clay and Theodore Frelinghuysen. It lacked the Tippecanoe ticket's success and catchy rhyme.",1,0.8076,0.000522,0.4230894446,0,0,0,0,0
[c][14]  President Franklin Pierce signed the bill into law on May 30,Alexander H. Stephens in a suit sitting in a chair,English worked with Senator Alexander H. Stephens on the compromise legislation later called the English Bill.,2,0.537,0.12177,0.4826713204,0,0,0,0,1
[23]  English and ten associates (including James Lanier) organized the First National Bank of Indianapolis in 1863,a large building with many windows,English's Opera House,2,0.9434,0.000353,0.4292051494,0,1,0,1,0
[30]  English attended the 1880 Democratic National Convention in Cincinnati as a member of the Indiana delegation,text,Hancock–English campaign poster,1,0.4631,1.85E-05,0.7584148645,0,0,0,0,1
London Underground—also known as the Underground or the Tube—is a public rapid transit system serving London and some parts of the adjacent counties of Buckinghamshire,map,"Moorgate Moorgate, in the City of London",1,0.4104,0.08466,0.9774264693,0,0,0,0,0
"
Combat in Killer7 occurs when the player encounters enemies called ""Heaven Smiles""",a group of fire fighters in a room," The player battles enemies called Heaven Smiles in first-person view. The head-up display on the left indicates the player's stamina (the eye), weapon charge level, number of vials of thin blood, and amount of collected thick blood.",1,0.876,7.90E-06,0.3561726809,0,0,0,1,0
" Producer Hiroyuki Kobayashi described the controls as ""intuitive"" and stated that the team wanted players to ""think when they are playing"" so they can enjoy the mystery in the story",Goichi Suda with short hair," Goichi Suda, also known as Suda51, wrote, designed, and directed Killer7, which he considers his proudest achievement.",2,0.4092,0.0987,0.3777624965,0,0,0,0,1
[3] Freetown lies on a peninsula,map," A map of Sierra Leone showing the capital Freetown, Lungi airport, and several other locations of British operations",2,0.93,0.0002078,0.9999567866,0,0,0,0,0
which was led by Brigadier David Richards,David Richards wearing a gold medal,General Sir David Richards (then a brigadier) commanded British operations in Sierra Leone.,2,0.586,0.01275,0.3413820863,0,0,0,0,1
[62][69] Harriers from Illustrious began flying reassurance patrols over Freetown and the ARG supplemented British firepower,a military plane flying in the sky,A Sea Harrier; Harriers were used for reconnaissance and reassurance during the British intervention.,1,0.3909,0.0529,0.4202150106,0,0,0,0,0
[95] The UN Security Council embargoed Liberian diamonds in Resolution 1343 in March 2001,a person holding a fish," A man panning for diamonds in Sierra Leone; the exploitation of the country's diamonds inspired the terms ""blood diamond"" and ""conflict diamond"".",1,0.3794,0.00038,0.3338525295,0,0,0,0,0
Blair described the operation as one of the least-discussed aspects of his time in office but one of the things of which he is most proud,a man smiling for the camera," Tony Blair, then British prime minister, ordered the deployment of British forces to Sierra Leone. The humanitarian intervention in Sierra Leone was widely considered successful.",1,0.4255,0.000681,0.4875864983,0,0,0,0,1
Sir John Byron was a strong supporter of King Charles and raised what was probably the first Royalist cavalry regiment of the war,a person in a robe,Sir John Byron's treasure convoy brought the opposing sides to Worcester.,1,0.7544,9.91E-05,0.33348912,0,0,0,0,1
Rupert's cavalry used a modified version of tactics used by Gustavus Adolphus of Sweden,a person riding a horse," Dragoons typically rode into battle, but dismounted to fight.",1,0.2573,0.0889,0.5335136056,0,0,0,0,0
" 1st Earl of Clarendon the victory ""rendered the name of Prince Rupert very terrible""",a painting of a person," The reputation of Prince Rupert, and his Royalist cavalry, was enhanced by the battle.",1,0.848,0.002497,0.4781708121,0,0,0,0,1
and the Treaty of Brétigny was signed in 1360,map," France after the Treaty of Brétigny – French territory in green, English territory in pink",1,0.5547,0.000902,0.999972105,0,0,0,0,0
Bertrand du Guesclin was appointed constable of France on 2 October,a person in a blue robe holding a sword in front of a crowd,Bertrand du Guesclin is appointed constable of France by King Charles V in 1370; from a contemporary manuscript.,1,0.5996,0.11804,0.3942621052,0,0,0,0,0
Around 300 of the English remnants joined together and overran Courcillon Castle,a stone wall with a stone wall,Bressuire Castle in 2006; most of the English survivors of the Battle of Pontvallain died outside its walls.,1,0.691,0.000748,0.2366336286,0,0,0,1,0
In 1977 Helen Stace and Yvonne Fripp from La Trobe University studied 195 populations of Epacris impressa in Victoria,a close-up of some white flowers,"Forms of E. impressaWhite-flowering form, southern VictoriaPink-flowering form, TasmaniaScarlet-flowering form, Wilsons Promontory",2,0.984,0.001899,0.410926491,0,0,0,0,0
[18] Canada lynx fossils excavated in North America date back to the Sangamonian and the Wisconsin Glacial Episode,a group of bones," Fossils of the Issoire lynx (L. issiodorensis), which is believed to be the ancestor of the four modern Lynx species",1,0.4136,0.01554,0.293871671,0,0,0,0,0
The two common methods are examining the tracks of the lynx in snow (snow-tracking) and radio telemetry; snow-tracking generally gives smaller sizes for home ranges,a cat walking in the snow,Canada lynxes are typically solitary with minimal social bonds,2,0.4668,0.002302,0.4842996299,0,0,0,1,0
[48] A study of those two animals in southwest Yukon Territory showed that when the hare population increased,a rabbit sitting on a rock,The snowshoe hare is the primary prey of the Canada lynx,2,0.4624,0.0005007,0.5737358332,0,0,0,0,0
[53] Lynx populations have been found to vary periodically three- to seventeen-fold,diagram," Numbers of snowshoe hare (Lepus americanus) (yellow background) and Canada lynx (black line, foreground) furs sold to the Hudson's Bay Company from 1845 to 1935",1,0.6763,0.0002341,0.4783829749,0,0,0,1,0
Canada lynxes have been reported to live sixteen years in the wild,a group of lions in a zoo exhibit,A mother and kitten,1,0.965,0.001544,0.3724018931,0,0,0,0,0
[71][72] Canada lynxes generally avoid open areas despite good prey availability; they face difficulty surviving in heavily logged areas and on agricultural land,a wolf in the snow,Canada lynxes prefer dense boreal forests,1,0.2627,0.000251,0.5388051271,0,0,0,0,0
a dog with a long tail,a dog with a long tail," Canada lynxes (here improperly labelled as ""Canadian"") are trapped for their fur",1,0.212,0.212,0.3031103909,0,0,0,1,0
The rufous-crowned sparrow is a smallish sparrow at 5,a small bird on a white surface," Rufous-crowned Sparrow in Placer County, California.",1,0.6963,0.00612,0.5192773342,1,0,0,0,0
the rock parrot is a small and slightly built parrot weighing around 50–60 g (1 3⁄4–2 oz),a group of birds in the grass,Juvenile rock parrot facing camera feeding on grass,1,0.5747,0.000949,0.5124986768,0,0,0,0,0
a yellow and green bird on a wire,a yellow and green bird on a wire," Subspecies zietzi, Port Lincoln",1,0.305,0.305,0.4648199081,0,0,0,0,0
"[17]
Rock parrots eat seeds of several species of grass (Poaceae)",a green lizard on the ground,Eating a succulent,1,0.509,0.00932,0.5269176364,0,0,0,0,0
The following map shows the general ranges of these 19 subspecies,diagram,Breeding ranges of the 19 subspecies,1,0.9736,1.90E-05,0.9997209311,0,0,0,1,0
Whitetips follow schools of tuna or squid,a group of people swimming in a pool," Oceanic whitetip photographed at the Elphinstone reef, Red Sea, Egypt, accompanied by pilot fish",1,0.6943,1.09E-05,0.3202091455,0,0,0,1,0
The oceanic whitetip is a commercially important species for its fins,a group of people swimming with a shark,Oceanic whitetip shark with a small school of pilot fish,2,0.5273,0.0002344,0.3464726508,0,0,0,0,1
"chart, pie chart","chart, pie chart"," Approximate relative diversity of extant millipede orders, ranging from ca. 3,500 species of Polydesmida to 2 species of Siphoniulida[3]",1,0.4824,0.4824,0.9995669723,0,0,0,0,0
Hoffman published a classification of millipedes which recognized the Penicillata,a snake on the ground," Octoglena sierra (Colobognatha, Polyzoniida)",1,0.3767,3.24E-05,0.4803313017,0,1,0,1,0
Diplopoda is a class within the arthropod subphylum Myriapoda,a close-up of a spider,Pauropods are thought to be the closest relative of millipedes.,1,0.7793,1.75E-05,0.5120972395,0,0,0,0,0
[23] Both groups of myriapods share similarities,diagram,A representative millipede and centipede (not necessarily to scale),1,0.4075,0.0003436,0.9966406226,0,0,0,0,0
"[28]
Body styles vary greatly between major millipede groups",a close-up of a fish," Representative body types of the Penicillata (top), Pentazonia (middle), and Helminthomorpha (bottom)",1,0.8115,1.25E-06,0.3774748147,0,0,0,1,0
[2] Paranota may allow millipedes to wedge more securely into crevices,a close-up of some food,Paranota of polydesmidan (left) and platydesmidan millipedes,1,0.3418,0.014336,0.4540636539,0,0,0,1,0
the genital pores open into paired small sacs called cyphopods or vulvae,a person's mouth with blood on it,Epibolus pulchripes mating; the male is on the right,1,0.127,0.008644,0.3869193196,0,0,0,1,0
Millipedes are preyed on by a wide range of animals,a black bird on the ground,A Sceliages beetle transporting a millipede carcass,1,0.8447,6.00E-07,0.3788831234,0,0,0,0,0
Polyxenus fasciculatus,a close up of a skull," Ammodesmus nimba from Guinea, West Africa, curled in a defensive coil",1,0.8887,0.0006413,0.4543778002,0,0,0,0,0
"[65][66]
A novel interaction between millipedes and mosses was described in 2011",a close-up of a plant,Psammodesmus bryophorus camouflaged with symbiotic mosses,1,0.446,0.004955,0.443252176,0,0,0,1,0
and as a result is one of the few millipedes with a common name,a close up of a wooden spoon,Spotted snake millipedes can be agricultural pests.,1,0.3564,1.34E-05,0.3317579329,0,0,0,0,0
military drove the Seminoles into the Everglades and were charged with the task of finding them,a tree with blue balls in a snowy environment,Marines search for Seminoles among the mangroves during the Second Seminole War,1,0.4878,2.80E-06,0.2167904228,0,0,0,0,0
000 km2) of land for $1 million in 1881,letter,Hamilton Disston's land sale notice,2,0.9404,1.20E-05,0.3989806771,0,0,0,0,0
[33] In 1912 Florida appointed Wright to oversee the drainage,a black and white photo of a building and a fence,A canal lock in the Everglades Drainage District around 1915,1,0.725,3.67E-05,0.3075530529,0,0,0,1,0
a group of vehicles on a dirt road,a group of vehicles on a dirt road,A group of tour buses leads prospective buyers to newly drained lots in Hialeah in 1921,1,0.3042,0.3042,0.480760783,0,0,0,1,0
[54] The 1926 hurricane effectively ended the land boom in Miami,a black and white photo of a city with smoke coming out of the top,Remains of a bridge damaged during the 1926 Miami Hurricane.,2,0.6113,0.000508,0.3445734382,0,0,0,1,0
Control of the Hoover Dike and the waters of Lake Okeechobee were delegated to federal powers: the United States declared legal limits of the lake to be 14 feet (4,text,A sign advertising the completion of the Herbert Hoover Dike,1,0.9453,1.82E-05,0.8263090849,0,0,0,0,0
a group of people standing on a podium,a group of people standing on a podium," President Harry Truman dedicating Everglades National Park on December 6, 1947",1,0.292,0.292,0.3124486506,0,0,0,1,0
though the fields may resemble the historic hydrology of the Everglades by being flooded in the wet season,a road with a small town in the distance," A 2003 U.S. Geological Survey photo showing the border between Water Conservation Area 3 (bottom) with water, and Everglades National Park, dry (top)",1,0.5293,3.44E-05,0.2647978961,0,0,0,0,0
"diagram, schematic","diagram, schematic",Figure 2. Harrison's phonograph mechanism and its electrical equivalent circuit.,1,0.2487,0.2487,0.9992195964,0,0,0,0,0
Both magnetostrictive and piezoelectric transducers are used in mechanical filters,diagram,Figure 4. Mechanical filter transducers. a magnetostrictive transducer. b Langevin type piezoelectric transducer. c torsional piezoelectric transducer.,1,0.5854,0.0346,0.8398456573,0,0,0,0,0
It is usually possible for a mechanical part to vibrate in a number of different modes,diagram,Figure 5. Some possible vibrational modes of resonators,1,0.2168,0.0103,0.980832994,0,0,0,0,0
[40] Figure 7 shows a similar idea involving longitudinal resonators connected together in a chain by connecting rods,icon,Figure 6. A mechanical filter using disc flexural resonators and magnetostrictive transducers,1,0.2136,0.0002173,0.714396894,0,0,0,0,0
the coupling wires are made exactly one half-wavelength (λ/2) long and are equivalent to a λ/2 open circuit stub in the electrical equivalent circuit,diagram,Figure 10a. A semi-lumped design using disc flexural resonators and λ/2 coupling wires,1,0.3289,0.007153,0.7135534286,0,0,0,0,0
channels can be cut between cavity resonators,a diagram of a computer,Figure 11. Schematic bridging arrangements and their effect on frequency response.,2,0.2905,4.20E-05,0.2325047702,0,0,0,0,0
A new technology emerging in mechanical filtering is microelectromechanical systems (MEMS),diagram,Figure 12. MEMS cantilever resonator. The device can be seen to be vibrating in this picture.,1,0.3198,0.00058,0.6971185803,0,0,0,0,0
[2] Emerson contacted Walker and obtained his permission to use the Walker Linerlock mechanism on his own knives,a silver metal object,Emerson's first handmade balisong knife,1,0.7715,0.005985,0.2390943617,0,0,0,1,0
Emerson's early folding knives were of the linerlock variety,a group of knives,Pre-Tac Folders,2,0.1349,0.11536,0.4140508473,0,0,0,1,0
"[23] He sold these five models under the name ""Viper Knives"" and changed the logo on the blades to read the same",a group of guns," Viper Knives: MV-5, MV-3, and MV-1",1,0.538,0.0006814,0.371384114,0,0,1,0,0
Emerson had long been impressed by the cutting ability of the chisel-ground edge and had asked Hartsfield's permission to incorporate it into his own folding knives,a group of military tanks,Five variants of the CQC-6; the top knife is a Super Sized version and with the knife below features the Wave.,1,0.508,1.43E-06,0.3515359163,0,0,0,1,0
and this factory version was soon entered in the trials for the Navy SEALs knife in 1995,a pair of scissors on a table,Emerson-Neeley Timberline SPECWAR,1,0.3318,0.0004542,0.4106466174,0,0,0,1,0
the Commander (winner of Blade Magazine's Overall Knife of the Year Award for 1999),a close-up of a gun,Emerson Commander,1,0.6387,9.51E-05,0.4279324412,0,0,0,1,0
an aerial view of a stadium,an aerial view of a stadium," The Plaza de toros de Acho (Lima), the oldest bullring in the Americas, where the predecessor to the pisco sour was sold",1,0.2642,0.2642,0.5597488284,0,1,0,1,0
[20] Morris relocated to Lima in 1915 and,Victor Vaughen Morris with a gun," Victor Morris, inventor of the pisco sour",2,0.5347,0.02463,0.3866791427,0,0,0,0,1
He noted the locale as being the traditional home of the pisco sour and recommended it as one of the best hotels in Lima,a building with a flag on top,The Hotel Bolívar is among several Lima hotels still serving the pisco sour cocktail since the closure of Morris' Bar,1,0.576,9.13E-05,0.417131424,0,1,0,0,0
a person riding a horse,a person riding a horse," Pisco transported in earthenware containers of the same name from Ica, Peru. Watercolor painting by Afro-Peruvian artist Pancho Fierro",1,0.3137,0.3137,0.5063556433,0,0,0,1,0
""" The broadcaster Radio Programas del Perú reported that Jorge López Sotomayor",a man and a woman having a conversation,Argentine president Cristina Fernández and Peruvian president Alan García toast with a Peruvian pisco sour at Peru's Government Palace in 2010,2,0.502,0.01857,0.4658113122,0,0,0,0,1
"[4]
The north fork begins at Fish Lake",a lake with a mountain in the background," Brown Mountain from Lake of the Woods, near the headwaters of the south fork",1,0.499,0.0654,0.5222949386,0,0,0,1,0
The United States Geological Survey monitored the flow of Little Butte Creek at seven different stream gauges: two on the south fork,a river with a bridge in the background,Little Butte Creek from Antelope Creek Bridge.,1,0.828,0.0347,0.3947633505,0,0,0,1,0
including volcanoes such as Brown Mountain and Mount McLoughlin,a river surrounded by trees and mountains,Fish Lake with Mount McLoughlin in the background,2,0.686,0.01218,0.4580184519,0,0,0,1,0
northern pygmy-owls,an owl sitting on a branch,The northern pygmy-owl,1,0.3616,0.1967,0.5720181465,0,0,0,0,0
was diverted into the Klamath River watershed between 1962 and 1999,map,A map of the dams and canals associated with Little Butte Creek,2,0.4788,0.00905,0.9995316267,0,0,0,0,0
Another threat to healthy riparian zones are invasive blackberries,a group of green leaves,A wild blackberry vine,1,0.388,0.1748,0.3771996796,0,0,0,0,0
000 km) journey in the southern Rocky Mountain Trench in British Columbia (BC),map,Course of the Columbia River,1,0.4143,0.0002897,0.9997296929,0,0,0,1,0
creating the channeled scablands,a river running through a rocky area," Drumheller Channels, part of the Channeled Scablands formed by the Missoula Floods",1,0.2698,0.003616,0.3612197638,0,0,0,1,0
Nez Perce,a person with a crown,Chief Joseph of the Nez Perce people,1,0.2041,8.79E-05,0.3467110693,0,0,0,0,0
arriving at the mouth just after John Jacob Astor's Pacific Fur Company had founded Astoria,a large rock formation with a pyramid," Multnomah Falls, painted by James W. Alden, 1857",1,0.2134,0.007416,0.2505793571,0,0,0,1,0
A city next to a British captain George Vancouver of major transportation links along,a city next to a body of water," The mouth of the Columbia is just past Astoria, Oregon; ships must navigate the treacherous Columbia Bar (near horizon, not visible in this picture) to enter or exit the river.",1,0.2388,0.06946,0.4892371893,0,0,0,1,0
which will make it possible for large container and grain ships to reach Portland and Vancouver,a large ship in the water," The Essayons, one of three Army Corps of Engineers dredgers tasked with ongoing maintenance of the Columbia's shipping channel, began service in 1983.[104]",2,0.4817,0.01098,0.5056811571,0,0,0,1,0
the focus of dam construction shifted to production of hydroelectricity,a close-up of a server," Fish ladder at John Day Dam. This dam, frequently referred to as the ""fish killer"", and its reservoir form the deadliest stretch of the river for young salmon.[111][112]",2,0.2467,2.90E-06,0.3928043842,0,0,0,1,0
the BPA hired Oklahoma folksinger Woody Guthrie to write songs for a documentary film[143] promoting the benefits of hydropower,Woody Guthrie playing a guitar," Roll on, Columbia, roll on, roll on, Columbia, roll on / Your power is turning our darkness to dawn / Roll on, Columbia, roll on. Lyrics from Woody Guthrie's Roll on Columbia, written for the Bonneville Power Administration.",2,0.6514,0.1031,0.5848808885,0,0,0,0,0
"[147]
Salmon populations declined dramatically after the establishment of canneries in 1867",a group of men in military uniforms," Seining salmon on the Columbia River, 1914",1,0.701,1.85E-06,0.3847594559,0,0,0,0,0
"[169]
The nuclear reactors were decommissioned at the end of the Cold War",a large city landscape,Nuclear reactors at the Hanford Site along the river,1,0.3267,4.43E-05,0.2363497317,0,0,0,1,0
near the northernmost bend of the Columbia River,a landscape with a body of water and mountains in the background," Near The Gorge Amphitheatre in George, Washington",2,0.2178,0.01392,0.4514377117,0,0,0,1,0
The Columbia receives more than 60 significant tributaries,a large desert landscape,The Deschutes River at its confluence with the Columbia,1,0.455,0.0009065,0.3019655645,0,0,0,1,0
The microblades are part of an archaeological assemblage that includes five distinct cultural periods,a group of ice cubes,Microblades excavated from Cascades Pass; the two on the right were crafted from quartz.[7],1,0.7017,2.44E-05,0.4917283654,0,0,0,0,0
Ross became the first known white explorer to explore the valleys and high passes of the North Cascades,a rocky mountain with a river running through it,Goode Mountain is the tallest mountain in the park.,2,0.3533,0.000267,0.3379086256,0,0,0,1,0
Logging expanded when the Skagit River Hydroelectric Project was commenced by the public utility,a bridge over a river,Ross Dam in the Ross Lake National Recreation Area,1,0.6514,0.00555,0.3171442151,0,0,0,1,0
a group of men posing for a photo,a group of men posing for a photo," Stephen Mather (seated at center) was the first Director of the National Park Service, and is the namesake for the vast wilderness area that now encompasses almost all of the park.",1,0.3125,0.3125,0.6079883575,0,0,0,0,1
North Cascades National Park is managed by the National Park Service,a rocky mountain with a waterfall,Mount Triumph,2,0.7866,0.0004022,0.3125348389,0,0,0,1,0
which is 120 mi (190 km) from North Cascades Visitor Center and 190 mi (310 km) from Chelan,a mountain range with snow," The south unit of the park is dominated by Eldorado Peak (left center skyline). Cascade Pass, one of the most popular hiking destinations in the park, is the lowest point on the skyline between Boston Peak (just right of center, with large glacier) and broad Johannesburg Mountain (right). Hidden Lake Peaks, another popular hike, are in the middle distance below and right of Boston Peak.",2,0.5776,0.04318,0.2984370291,0,0,0,1,0
The tallest mountain in North Cascades National Park is Goode Mountain at 9,a rocky mountain with trees," View from the south of Mount Terror (left skyline), Inspiration Peak (center) and McMillan Spires (right center), major summits in the southern portion of the Picket Range",2,0.8267,0.0003045,0.3027607501,0,0,0,1,0
The streams at higher elevation are often directly supplied by meltwater from glaciers,a river with trees and bushes,Thunder Creek is known for its milky appearance from suspended rock particles called glacial flour.,2,0.5093,0.007378,0.2947838604,0,0,0,0,0
A Portland state university aerial photographic inventory showed of a North Cascades glacier climate project since 1984,a high angle view of a mountain," View of three glaciers from Eldorado Peak: Inspiration, Forbidden, and Quien Sabe",1,0.612,0.002138,0.4062280357,0,0,0,1,0
Eight distinctive life zones support thousands of different plant and animal species in the North Cascades National Park ecosystem,a river running through a mountain,The Thornton Lakes fill glacier-carved basins near Mount Triumph,2,0.6167,0.001209,0.3292351663,0,0,0,1,0
"""[83]
a close-up of some fruits",a close-up of some fruits,Common bearberry (Arctostaphylos uva-ursi) is a plant species normally found much further north but is found at higher elevations in the park.,1,0.4128,0.1776,0.4164898396,0,0,0,0,0
woodpeckers such as the pileated woodpecker and primarily ground-dwelling birds such as the sooty grouse,a turtle on the ground,Sooty grouse seen on the Thornton Lakes trail,1,0.3542,0.000663,0.4783713818,1,0,0,0,0
Desolation and Copper lookout,a house in the mountains,Copper Mountain Fire Lookout,1,0.3765,0.04712,0.449309051,0,0,0,1,0
A Mount Rainier national park well of prevailing westerly winds bring various pollutants with prevailing westerly winds bring various pollutants in the prevailing westerly winds bring various pollutants,a forest of trees with snow covered mountains in the background," Air quality in North Cascades National Park is generally considered good and aside from some reduced clarity due to haze, even distant peaks are easily seen most days.",1,0.4553,0.003643,0.439640522,0,0,0,1,0
North Cascades National Park is approximately 100 mi (160 km) northeast of Seattle,a rocky mountain with a river running through it,Mount Shuksan,1,0.929,0.000195,0.3748278022,0,0,0,1,0
Hikers and backpackers often visit Cascade Pass in the southwestern section of the southern unit of the park,a couple of people hiking on a mountain,Hiking at Sahale Arm near Cascade Pass,1,0.338,0.03192,0.4170890152,0,0,0,1,0
Beckey was the first to summit at least two dozen peaks in the North Cascades,a mountain with snow,Pyramidal Forbidden Peak (left) is one of the Fifty Classic Climbs of North America. Quien Sabe Glacier shrouds the west face of Boston Peak (right) below extensive cliffs.,1,0.8457,0.002377,0.2650298178,0,0,0,1,0
[4]  It was the ancestral estate of the de Trafford family,a building with a stone archway,The Old Trafford entrance lodge and gates to Trafford Park were moved to their present site at the entrance to Gorse Hill Park in 1922.[9],11,0.702,0.02121,0.3111368418,0,1,0,1,0
a small blue house,a small blue house," St Antony of Padua, built in 1904 and reclad in 1994[76]",,0.1626,0.1626,0.3154553175,0,0,0,1,0
2 km) airstrip on the surface of Lower Table Rock to impress visiting celebrities from Hollywood,a dirt road in a desert,The airstrip on Lower Table Rock,1,0.4646,0.0172,0.3653016686,0,0,0,1,0
,,,,,,,,,,,
southern alligator lizard,a plant growing in the ground,Western fence lizard on Lower Table Rock. A western buttercup flower is blooming above it.,1,0.517,0.0006347,0.3398686647,0,0,0,0,0
sticky whiteleaf manzanita,a close up of a tree,Buckbrush in bloom on Lower Table Rock,1,0.6235,0.004402,0.3886249661,0,0,0,0,0
